date,subregion2_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_hospitalized_patients,cumulative_hospitalized_patients,population
01/01/2020,Rotterdam,,,,,,,650000
02/01/2020,Rotterdam,,,,,,,650000
03/01/2020,Rotterdam,,,,,,,650000
04/01/2020,Rotterdam,,,,,,,650000
05/01/2020,Rotterdam,,,,,,,650000
06/01/2020,Rotterdam,,,,,,,650000
07/01/2020,Rotterdam,,,,,,,650000
08/01/2020,Rotterdam,,,,,,,650000
09/01/2020,Rotterdam,,,,,,,650000
10/01/2020,Rotterdam,,,,,,,650000
11/01/2020,Rotterdam,,,,,,,650000
12/01/2020,Rotterdam,,,,,,,650000
13/01/2020,Rotterdam,,,,,,,650000
14/01/2020,Rotterdam,,,,,,,650000
15/01/2020,Rotterdam,,,,,,,650000
16/01/2020,Rotterdam,,,,,,,650000
17/01/2020,Rotterdam,,,,,,,650000
18/01/2020,Rotterdam,,,,,,,650000
19/01/2020,Rotterdam,,,,,,,650000
20/01/2020,Rotterdam,,,,,,,650000
21/01/2020,Rotterdam,,,,,,,650000
22/01/2020,Rotterdam,,,,,,,650000
23/01/2020,Rotterdam,,,,,,,650000
24/01/2020,Rotterdam,,,,,,,650000
25/01/2020,Rotterdam,,,,,,,650000
26/01/2020,Rotterdam,,,,,,,650000
27/01/2020,Rotterdam,,,,,,,650000
28/01/2020,Rotterdam,,,,,,,650000
29/01/2020,Rotterdam,,,,,,,650000
30/01/2020,Rotterdam,,,,,,,650000
31/01/2020,Rotterdam,,,,,,,650000
01/02/2020,Rotterdam,,,,,,,650000
02/02/2020,Rotterdam,,,,,,,650000
03/02/2020,Rotterdam,,,,,,,650000
04/02/2020,Rotterdam,,,,,,,650000
05/02/2020,Rotterdam,,,,,,,650000
06/02/2020,Rotterdam,,,,,,,650000
07/02/2020,Rotterdam,,,,,,,650000
08/02/2020,Rotterdam,,,,,,,650000
09/02/2020,Rotterdam,,,,,,,650000
10/02/2020,Rotterdam,,,,,,,650000
11/02/2020,Rotterdam,,,,,,,650000
12/02/2020,Rotterdam,,,,,,,650000
13/02/2020,Rotterdam,,,,,,,650000
14/02/2020,Rotterdam,,,,,,,650000
15/02/2020,Rotterdam,,,,,,,650000
16/02/2020,Rotterdam,,,,,,,650000
17/02/2020,Rotterdam,,,,,,,650000
18/02/2020,Rotterdam,,,,,,,650000
19/02/2020,Rotterdam,,,,,,,650000
20/02/2020,Rotterdam,,,,,,,650000
21/02/2020,Rotterdam,,,,,,,650000
22/02/2020,Rotterdam,,,,,,,650000
23/02/2020,Rotterdam,,,,,,,650000
24/02/2020,Rotterdam,,,,,,,650000
25/02/2020,Rotterdam,,,,,,,650000
26/02/2020,Rotterdam,,,,,,,650000
27/02/2020,Rotterdam,,,,,,,650000
28/02/2020,Rotterdam,,,,,,,650000
29/02/2020,Rotterdam,,,,,,,650000
01/03/2020,Rotterdam,,,,,,,650000
02/03/2020,Rotterdam,,,,,,,650000
03/03/2020,Rotterdam,,,,,,,650000
04/03/2020,Rotterdam,,,,,,,650000
05/03/2020,Rotterdam,,,,,,,650000
06/03/2020,Rotterdam,,,,,,,650000
07/03/2020,Rotterdam,,,,,,,650000
08/03/2020,Rotterdam,,,,,,,650000
09/03/2020,Rotterdam,,,,,,,650000
10/03/2020,Rotterdam,,,,,,,650000
11/03/2020,Rotterdam,,,,,,,650000
12/03/2020,Rotterdam,,,,,,,650000
13/03/2020,Rotterdam,,,20,0,,1,650000
14/03/2020,Rotterdam,4,0,24,0,0,1,650000
15/03/2020,Rotterdam,1,0,25,0,0,1,650000
16/03/2020,Rotterdam,5,0,30,0,1,2,650000
17/03/2020,Rotterdam,11,0,41,0,0,2,650000
18/03/2020,Rotterdam,17,0,58,0,3,5,650000
19/03/2020,Rotterdam,23,0,81,0,1,6,650000
20/03/2020,Rotterdam,33,0,114,0,5,11,650000
21/03/2020,Rotterdam,7,1,121,1,7,18,650000
22/03/2020,Rotterdam,19,0,140,1,3,21,650000
23/03/2020,Rotterdam,10,0,150,1,11,32,650000
24/03/2020,Rotterdam,15,0,165,1,5,37,650000
25/03/2020,Rotterdam,23,1,188,2,11,48,650000
26/03/2020,Rotterdam,18,1,206,3,8,56,650000
27/03/2020,Rotterdam,45,1,251,4,9,65,650000
28/03/2020,Rotterdam,59,1,310,5,16,81,650000
29/03/2020,Rotterdam,34,1,344,6,15,96,650000
30/03/2020,Rotterdam,34,0,378,6,11,107,650000
31/03/2020,Rotterdam,27,0,405,6,14,121,650000
01/04/2020,Rotterdam,53,1,458,7,12,133,650000
02/04/2020,Rotterdam,48,1,506,8,19,152,650000
03/04/2020,Rotterdam,48,5,554,13,8,160,650000
04/04/2020,Rotterdam,30,2,584,15,13,173,650000
05/04/2020,Rotterdam,90,0,674,15,9,182,650000
06/04/2020,Rotterdam,83,4,757,19,17,199,650000
07/04/2020,Rotterdam,35,5,792,24,12,211,650000
08/04/2020,Rotterdam,71,4,863,28,19,230,650000
09/04/2020,Rotterdam,84,3,947,31,9,239,650000
10/04/2020,Rotterdam,38,5,985,36,16,255,650000
11/04/2020,Rotterdam,135,13,1120,49,6,261,650000
12/04/2020,Rotterdam,60,6,1180,55,14,275,650000
13/04/2020,Rotterdam,50,6,1230,61,7,282,650000
14/04/2020,Rotterdam,51,2,1281,63,16,298,650000
15/04/2020,Rotterdam,42,11,1323,74,13,311,650000
16/04/2020,Rotterdam,51,19,1374,93,8,319,650000
17/04/2020,Rotterdam,46,10,1420,103,9,328,650000
18/04/2020,Rotterdam,82,14,1502,117,6,334,650000
19/04/2020,Rotterdam,55,2,1557,119,13,347,650000
20/04/2020,Rotterdam,29,2,1586,121,6,353,650000
21/04/2020,Rotterdam,34,10,1620,131,8,361,650000
22/04/2020,Rotterdam,31,12,1651,143,7,368,650000
23/04/2020,Rotterdam,50,14,1701,157,7,375,650000
24/04/2020,Rotterdam,45,11,1746,168,5,380,650000
25/04/2020,Rotterdam,42,5,1788,173,5,385,650000
26/04/2020,Rotterdam,35,3,1823,176,7,392,650000
27/04/2020,Rotterdam,34,7,1857,183,9,401,650000
28/04/2020,Rotterdam,3,2,1860,185,3,404,650000
29/04/2020,Rotterdam,30,19,1890,204,4,408,650000
30/04/2020,Rotterdam,36,10,1926,214,10,418,650000
01/05/2020,Rotterdam,41,6,1967,220,9,427,650000
02/05/2020,Rotterdam,32,8,1999,228,8,435,650000
03/05/2020,Rotterdam,26,4,2025,232,2,437,650000
04/05/2020,Rotterdam,0,3,2025,235,2,439,650000
05/05/2020,Rotterdam,31,6,2056,241,6,445,650000
06/05/2020,Rotterdam,5,1,2061,242,1,446,650000
07/05/2020,Rotterdam,34,12,2095,254,5,451,650000
08/05/2020,Rotterdam,9,20,2104,274,7,458,650000
09/05/2020,Rotterdam,18,4,2122,278,8,466,650000
10/05/2020,Rotterdam,13,1,2135,279,2,468,650000
11/05/2020,Rotterdam,4,0,2139,279,0,468,650000
12/05/2020,Rotterdam,22,11,2161,290,2,470,650000
13/05/2020,Rotterdam,17,3,2178,293,7,477,650000
14/05/2020,Rotterdam,16,2,2194,295,3,480,650000
15/05/2020,Rotterdam,11,4,2205,299,1,481,650000
16/05/2020,Rotterdam,24,8,2229,307,3,484,650000
17/05/2020,Rotterdam,7,0,2236,307,3,487,650000
18/05/2020,Rotterdam,22,0,2258,307,4,491,650000
19/05/2020,Rotterdam,6,2,2264,309,4,495,650000
20/05/2020,Rotterdam,9,6,2273,315,1,496,650000
21/05/2020,Rotterdam,26,8,2299,323,2,498,650000
22/05/2020,Rotterdam,13,0,2312,323,0,498,650000
23/05/2020,Rotterdam,5,4,2317,327,2,500,650000
24/05/2020,Rotterdam,10,0,2327,327,1,501,650000
25/05/2020,Rotterdam,14,0,2341,327,0,501,650000
26/05/2020,Rotterdam,5,0,2346,327,1,502,650000
27/05/2020,Rotterdam,11,4,2357,331,2,504,650000
28/05/2020,Rotterdam,6,1,2363,332,2,506,650000
29/05/2020,Rotterdam,3,2,2366,334,0,506,650000
30/05/2020,Rotterdam,6,1,2372,335,0,506,650000
31/05/2020,Rotterdam,1,0,2373,335,0,506,650000
01/06/2020,Rotterdam,3,0,2376,335,0,506,650000
02/06/2020,Rotterdam,2,0,2378,335,1,507,650000
03/06/2020,Rotterdam,6,1,2384,336,0,507,650000
04/06/2020,Rotterdam,11,0,2395,336,1,508,650000
05/06/2020,Rotterdam,21,0,2416,336,1,509,650000
06/06/2020,Rotterdam,18,2,2434,338,0,509,650000
07/06/2020,Rotterdam,20,0,2454,338,1,510,650000
08/06/2020,Rotterdam,11,0,2465,338,0,510,650000
09/06/2020,Rotterdam,14,0,2479,338,1,511,650000
10/06/2020,Rotterdam,14,2,2493,340,0,511,650000
11/06/2020,Rotterdam,12,0,2505,340,1,512,650000
12/06/2020,Rotterdam,27,0,2532,340,0,512,650000
13/06/2020,Rotterdam,18,1,2550,341,1,513,650000
14/06/2020,Rotterdam,9,0,2559,341,2,515,650000
15/06/2020,Rotterdam,9,0,2568,341,1,516,650000
16/06/2020,Rotterdam,17,2,2585,343,0,516,650000
17/06/2020,Rotterdam,9,0,2594,343,0,516,650000
18/06/2020,Rotterdam,8,1,2602,344,-1,515,650000
19/06/2020,Rotterdam,8,0,2610,344,1,516,650000
20/06/2020,Rotterdam,12,1,2622,345,-1,515,650000
21/06/2020,Rotterdam,6,0,2628,345,1,516,650000
22/06/2020,Rotterdam,1,0,2629,345,0,516,650000
23/06/2020,Rotterdam,3,0,2632,345,0,516,650000
24/06/2020,Rotterdam,7,1,2639,346,0,516,650000
25/06/2020,Rotterdam,7,0,2646,346,1,517,650000
26/06/2020,Rotterdam,8,0,2654,346,4,521,650000
27/06/2020,Rotterdam,6,0,2660,346,0,521,650000
28/06/2020,Rotterdam,13,0,2673,346,0,521,650000
29/06/2020,Rotterdam,8,0,2681,346,1,522,650000
30/06/2020,Rotterdam,5,0,2686,346,0,522,650000
01/07/2020,Rotterdam,8,0,2694,346,0,522,650000
02/07/2020,Rotterdam,8,0,2702,346,0,522,650000
03/07/2020,Rotterdam,4,0,2706,346,0,522,650000
04/07/2020,Rotterdam,7,0,2713,346,1,523,650000
05/07/2020,Rotterdam,7,0,2720,346,0,523,650000
06/07/2020,Rotterdam,12,0,2732,346,0,523,650000
07/07/2020,Rotterdam,0,0,2732,346,1,524,650000
08/07/2020,Rotterdam,4,0,2736,346,1,525,650000
09/07/2020,Rotterdam,10,0,2746,346,0,525,650000
10/07/2020,Rotterdam,7,0,2753,346,0,525,650000
11/07/2020,Rotterdam,14,0,2767,346,0,525,650000
12/07/2020,Rotterdam,30,0,2797,346,0,525,650000
13/07/2020,Rotterdam,7,0,2804,346,1,526,650000
14/07/2020,Rotterdam,31,0,2835,346,0,526,650000
15/07/2020,Rotterdam,20,0,2855,346,1,527,650000
16/07/2020,Rotterdam,15,0,2870,346,0,527,650000
17/07/2020,Rotterdam,15,1,2885,347,0,527,650000
18/07/2020,Rotterdam,10,0,2895,347,0,527,650000
19/07/2020,Rotterdam,22,0,2917,347,0,527,650000
20/07/2020,Rotterdam,33,0,2950,347,0,527,650000
21/07/2020,Rotterdam,23,0,2973,347,0,527,650000
22/07/2020,Rotterdam,28,0,3001,347,0,527,650000
23/07/2020,Rotterdam,35,0,3036,347,0,527,650000
24/07/2020,Rotterdam,49,0,3085,347,0,527,650000
25/07/2020,Rotterdam,23,0,3108,347,0,527,650000
26/07/2020,Rotterdam,49,0,3157,347,0,527,650000
27/07/2020,Rotterdam,39,0,3196,347,2,529,650000
28/07/2020,Rotterdam,48,0,3244,347,0,529,650000
29/07/2020,Rotterdam,43,1,3287,348,0,529,650000
30/07/2020,Rotterdam,76,0,3363,348,1,530,650000
31/07/2020,Rotterdam,64,0,3427,348,1,531,650000
01/08/2020,Rotterdam,95,0,3522,348,1,532,650000
02/08/2020,Rotterdam,77,0,3599,348,1,533,650000
03/08/2020,Rotterdam,93,0,3692,348,1,534,650000
04/08/2020,Rotterdam,93,0,3785,348,0,534,650000
05/08/2020,Rotterdam,89,0,3874,348,1,535,650000
06/08/2020,Rotterdam,89,0,3963,348,0,535,650000
07/08/2020,Rotterdam,83,0,4046,348,1,536,650000
08/08/2020,Rotterdam,53,0,4099,348,0,536,650000
09/08/2020,Rotterdam,107,0,4206,348,0,536,650000
10/08/2020,Rotterdam,105,0,4311,348,0,536,650000
11/08/2020,Rotterdam,115,0,4426,348,2,538,650000
12/08/2020,Rotterdam,127,1,4553,349,2,540,650000
13/08/2020,Rotterdam,77,0,4630,349,2,542,650000
14/08/2020,Rotterdam,74,1,4704,350,3,545,650000
15/08/2020,Rotterdam,110,0,4814,350,1,546,650000
16/08/2020,Rotterdam,58,0,4872,350,1,547,650000
17/08/2020,Rotterdam,45,0,4917,350,1,548,650000
18/08/2020,Rotterdam,58,0,4975,350,1,549,650000
19/08/2020,Rotterdam,61,0,5036,350,3,552,650000
20/08/2020,Rotterdam,70,4,5106,354,3,555,650000
21/08/2020,Rotterdam,51,0,5157,354,0,555,650000
22/08/2020,Rotterdam,60,1,5217,355,1,556,650000
23/08/2020,Rotterdam,51,0,5268,355,2,558,650000
24/08/2020,Rotterdam,56,0,5324,355,2,560,650000
25/08/2020,Rotterdam,34,0,5358,355,4,564,650000
26/08/2020,Rotterdam,65,1,5423,356,6,570,650000
27/08/2020,Rotterdam,60,0,5483,356,3,573,650000
28/08/2020,Rotterdam,56,-1,5539,355,2,575,650000
29/08/2020,Rotterdam,48,0,5587,355,0,575,650000
30/08/2020,Rotterdam,50,0,5637,355,2,577,650000
31/08/2020,Rotterdam,31,0,5668,355,3,580,650000
01/09/2020,Rotterdam,64,0,5732,355,1,581,650000
02/09/2020,Rotterdam,108,1,5840,356,0,581,650000
03/09/2020,Rotterdam,73,0,5913,356,1,582,650000
04/09/2020,Rotterdam,57,0,5970,356,2,584,650000
05/09/2020,Rotterdam,43,1,6013,357,0,584,650000
06/09/2020,Rotterdam,78,0,6091,357,0,584,650000
07/09/2020,Rotterdam,77,0,6168,357,3,587,650000
08/09/2020,Rotterdam,75,0,6243,357,1,588,650000
09/09/2020,Rotterdam,85,0,6328,357,2,590,650000
10/09/2020,Rotterdam,106,0,6434,357,3,593,650000
11/09/2020,Rotterdam,121,0,6555,357,0,593,650000
12/09/2020,Rotterdam,88,0,6643,357,1,594,650000
13/09/2020,Rotterdam,108,0,6751,357,6,600,650000
14/09/2020,Rotterdam,90,0,6841,357,1,601,650000
15/09/2020,Rotterdam,103,0,6944,357,2,603,650000
16/09/2020,Rotterdam,163,0,7107,357,2,605,650000
17/09/2020,Rotterdam,161,1,7268,358,3,608,650000
18/09/2020,Rotterdam,187,1,7455,359,4,612,650000
19/09/2020,Rotterdam,113,0,7568,359,7,619,650000
20/09/2020,Rotterdam,111,0,7679,359,1,620,650000
21/09/2020,Rotterdam,219,0,7898,359,1,621,650000
22/09/2020,Rotterdam,131,0,8029,359,4,625,650000
23/09/2020,Rotterdam,156,0,8185,359,3,628,650000
24/09/2020,Rotterdam,248,0,8433,359,0,628,650000
25/09/2020,Rotterdam,174,0,8607,359,0,628,650000
26/09/2020,Rotterdam,164,1,8771,360,3,631,650000
27/09/2020,Rotterdam,282,1,9053,361,5,636,650000
28/09/2020,Rotterdam,272,3,9325,364,0,636,650000
29/09/2020,Rotterdam,244,0,9569,364,3,639,650000
30/09/2020,Rotterdam,259,1,9828,365,4,643,650000
01/10/2020,Rotterdam,277,0,10105,365,6,649,650000
02/10/2020,Rotterdam,302,0,10407,365,1,650,650000
03/10/2020,Rotterdam,285,3,10692,368,4,654,650000
04/10/2020,Rotterdam,269,0,10961,368,0,654,650000
05/10/2020,Rotterdam,401,1,11362,369,8,662,650000
06/10/2020,Rotterdam,270,0,11632,369,5,667,650000
07/10/2020,Rotterdam,329,4,11961,373,4,671,650000
08/10/2020,Rotterdam,424,1,12385,374,9,680,650000
09/10/2020,Rotterdam,447,2,12832,376,6,686,650000
10/10/2020,Rotterdam,391,0,13223,376,3,689,650000
11/10/2020,Rotterdam,376,1,13599,377,6,695,650000
12/10/2020,Rotterdam,439,2,14038,379,8,703,650000
13/10/2020,Rotterdam,433,1,14471,380,6,709,650000
14/10/2020,Rotterdam,560,2,15031,382,9,718,650000
15/10/2020,Rotterdam,469,1,15500,383,8,726,650000
16/10/2020,Rotterdam,333,1,15833,384,7,733,650000
17/10/2020,Rotterdam,407,1,16240,385,2,735,650000
18/10/2020,Rotterdam,616,2,16856,387,5,740,650000
19/10/2020,Rotterdam,546,0,17402,387,4,744,650000
20/10/2020,Rotterdam,494,8,17896,395,5,749,650000
21/10/2020,Rotterdam,475,8,18371,403,12,761,650000
22/10/2020,Rotterdam,679,4,19050,407,9,770,650000
23/10/2020,Rotterdam,562,3,19612,410,7,777,650000
24/10/2020,Rotterdam,471,7,20083,417,4,781,650000
25/10/2020,Rotterdam,628,2,20711,419,6,787,650000
26/10/2020,Rotterdam,654,1,21365,420,11,798,650000
27/10/2020,Rotterdam,599,7,21964,427,17,815,650000
28/10/2020,Rotterdam,556,4,22520,431,2,817,650000
29/10/2020,Rotterdam,576,1,23096,432,3,820,650000
30/10/2020,Rotterdam,669,5,23765,437,6,826,650000
31/10/2020,Rotterdam,644,0,24409,437,15,841,650000
01/11/2020,Rotterdam,619,2,25028,439,9,850,650000
02/11/2020,Rotterdam,510,1,25538,440,14,864,650000
03/11/2020,Rotterdam,595,14,26133,454,9,873,650000
04/11/2020,Rotterdam,414,11,26547,465,4,877,650000
05/11/2020,Rotterdam,515,5,27062,470,9,886,650000
06/11/2020,Rotterdam,535,8,27597,478,8,894,650000
07/11/2020,Rotterdam,422,5,28019,483,15,909,650000
08/11/2020,Rotterdam,374,0,28393,483,18,927,650000
09/11/2020,Rotterdam,344,3,28737,486,9,936,650000
10/11/2020,Rotterdam,199,3,28936,489,8,944,650000
11/11/2020,Rotterdam,286,2,29222,491,14,958,650000
12/11/2020,Rotterdam,329,4,29551,495,10,968,650000
13/11/2020,Rotterdam,335,2,29886,497,5,973,650000
14/11/2020,Rotterdam,331,9,30217,506,10,983,650000
15/11/2020,Rotterdam,306,8,30523,514,12,995,650000
16/11/2020,Rotterdam,300,5,30823,519,8,1003,650000
17/11/2020,Rotterdam,206,3,31029,522,11,1014,650000
18/11/2020,Rotterdam,238,5,31267,527,14,1028,650000
19/11/2020,Rotterdam,207,6,31474,533,14,1042,650000
20/11/2020,Rotterdam,297,1,31771,534,13,1055,650000
21/11/2020,Rotterdam,329,1,32100,535,7,1062,650000
22/11/2020,Rotterdam,275,2,32375,537,3,1065,650000
23/11/2020,Rotterdam,200,24,32575,561,5,1070,650000
24/11/2020,Rotterdam,120,9,32695,570,6,1076,650000
25/11/2020,Rotterdam,267,10,32962,580,11,1087,650000
26/11/2020,Rotterdam,199,2,33161,582,4,1091,650000
27/11/2020,Rotterdam,324,13,33485,595,4,1095,650000
28/11/2020,Rotterdam,188,3,33673,598,10,1105,650000
29/11/2020,Rotterdam,312,3,33985,601,5,1110,650000
30/11/2020,Rotterdam,180,5,34165,606,0,1110,650000
01/12/2020,Rotterdam,165,0,34330,606,6,1116,650000
02/12/2020,Rotterdam,283,1,34613,607,5,1121,650000
03/12/2020,Rotterdam,216,7,34829,614,5,1126,650000
04/12/2020,Rotterdam,136,1,34965,615,2,1128,650000
05/12/2020,Rotterdam,155,0,35120,615,2,1130,650000
06/12/2020,Rotterdam,213,0,35333,615,2,1132,650000
07/12/2020,Rotterdam,339,0,35672,615,5,1137,650000
08/12/2020,Rotterdam,158,1,35830,616,4,1141,650000
09/12/2020,Rotterdam,216,7,36046,623,4,1145,650000
10/12/2020,Rotterdam,280,2,36326,625,3,1148,650000
11/12/2020,Rotterdam,293,2,36619,627,4,1152,650000
12/12/2020,Rotterdam,287,4,36906,631,8,1160,650000
13/12/2020,Rotterdam,302,1,37208,632,4,1164,650000
14/12/2020,Rotterdam,251,5,37459,637,3,1167,650000
15/12/2020,Rotterdam,101,0,37560,637,5,1172,650000
