date,subregion1_name,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_vaccinated,cumulative_persons_vaccinated,population
01/01/2020,Stockholm,,,,,,,2344124
02/01/2020,Stockholm,,,,,,,2344124
03/01/2020,Stockholm,,,,,,,2344124
04/01/2020,Stockholm,,,,,,,2344124
05/01/2020,Stockholm,,,,,,,2344124
06/01/2020,Stockholm,,,,,,,2344124
07/01/2020,Stockholm,,,,,,,2344124
08/01/2020,Stockholm,,,,,,,2344124
09/01/2020,Stockholm,,,,,,,2344124
10/01/2020,Stockholm,,,,,,,2344124
11/01/2020,Stockholm,,,,,,,2344124
12/01/2020,Stockholm,,,,,,,2344124
13/01/2020,Stockholm,,,,,,,2344124
14/01/2020,Stockholm,,,,,,,2344124
15/01/2020,Stockholm,,,,,,,2344124
16/01/2020,Stockholm,,,,,,,2344124
17/01/2020,Stockholm,,,,,,,2344124
18/01/2020,Stockholm,,,,,,,2344124
19/01/2020,Stockholm,,,,,,,2344124
20/01/2020,Stockholm,,,,,,,2344124
21/01/2020,Stockholm,,,,,,,2344124
22/01/2020,Stockholm,,,,,,,2344124
23/01/2020,Stockholm,,,,,,,2344124
24/01/2020,Stockholm,,,,,,,2344124
25/01/2020,Stockholm,,,,,,,2344124
26/01/2020,Stockholm,,,,,,,2344124
27/01/2020,Stockholm,,,,,,,2344124
28/01/2020,Stockholm,,,,,,,2344124
29/01/2020,Stockholm,,,,,,,2344124
30/01/2020,Stockholm,,,,,,,2344124
31/01/2020,Stockholm,,,,,,,2344124
01/02/2020,Stockholm,,,,,,,2344124
02/02/2020,Stockholm,,,,,,,2344124
03/02/2020,Stockholm,,,,,,,2344124
04/02/2020,Stockholm,0,,0,,,,2344124
05/02/2020,Stockholm,0,,0,,,,2344124
06/02/2020,Stockholm,0,,0,,,,2344124
07/02/2020,Stockholm,0,,0,,,,2344124
08/02/2020,Stockholm,0,,0,,,,2344124
09/02/2020,Stockholm,0,,0,,,,2344124
10/02/2020,Stockholm,0,,0,,,,2344124
11/02/2020,Stockholm,0,,0,,,,2344124
12/02/2020,Stockholm,0,,0,,,,2344124
13/02/2020,Stockholm,0,,0,,,,2344124
14/02/2020,Stockholm,0,,0,,,,2344124
15/02/2020,Stockholm,0,,0,,,,2344124
16/02/2020,Stockholm,0,,0,,,,2344124
17/02/2020,Stockholm,0,,0,,,,2344124
18/02/2020,Stockholm,0,,0,,,,2344124
19/02/2020,Stockholm,0,,0,,,,2344124
20/02/2020,Stockholm,0,,0,,,,2344124
21/02/2020,Stockholm,0,,0,,,,2344124
22/02/2020,Stockholm,0,,0,,,,2344124
23/02/2020,Stockholm,0,,0,,,,2344124
24/02/2020,Stockholm,0,,0,,,,2344124
25/02/2020,Stockholm,0,,0,,,,2344124
26/02/2020,Stockholm,0,,0,,,,2344124
27/02/2020,Stockholm,1,,1,,,,2344124
28/02/2020,Stockholm,2,,3,,,,2344124
29/02/2020,Stockholm,1,,4,,,,2344124
01/03/2020,Stockholm,0,,4,,,,2344124
02/03/2020,Stockholm,1,,5,,,,2344124
03/03/2020,Stockholm,10,,15,,,,2344124
04/03/2020,Stockholm,21,,36,,,,2344124
05/03/2020,Stockholm,22,,58,,,,2344124
06/03/2020,Stockholm,36,,94,,,,2344124
07/03/2020,Stockholm,21,,115,,,,2344124
08/03/2020,Stockholm,29,,144,,,,2344124
09/03/2020,Stockholm,64,,208,,,,2344124
10/03/2020,Stockholm,26,,234,,,,2344124
11/03/2020,Stockholm,32,,266,,,,2344124
12/03/2020,Stockholm,42,,308,,,,2344124
13/03/2020,Stockholm,31,,339,,,,2344124
14/03/2020,Stockholm,18,,357,,,,2344124
15/03/2020,Stockholm,17,,374,,,,2344124
16/03/2020,Stockholm,34,,408,0,,,2344124
17/03/2020,Stockholm,35,0,443,0,,,2344124
18/03/2020,Stockholm,58,0,501,0,,,2344124
19/03/2020,Stockholm,66,0,567,0,,,2344124
20/03/2020,Stockholm,84,0,651,0,,,2344124
21/03/2020,Stockholm,71,0,722,0,,,2344124
22/03/2020,Stockholm,59,0,781,0,,,2344124
23/03/2020,Stockholm,99,0,880,0,,,2344124
24/03/2020,Stockholm,105,0,985,0,,,2344124
25/03/2020,Stockholm,154,0,1139,0,,,2344124
26/03/2020,Stockholm,132,0,1271,0,,,2344124
27/03/2020,Stockholm,176,60,1447,60,,,2344124
28/03/2020,Stockholm,147,3,1594,63,,,2344124
29/03/2020,Stockholm,149,4,1743,67,,,2344124
30/03/2020,Stockholm,172,21,1915,88,,,2344124
31/03/2020,Stockholm,208,15,2123,103,,,2344124
01/04/2020,Stockholm,205,45,2328,148,,,2344124
02/04/2020,Stockholm,216,30,2544,178,,,2344124
03/04/2020,Stockholm,245,26,2789,204,,,2344124
04/04/2020,Stockholm,129,21,2918,225,,,2344124
05/04/2020,Stockholm,172,26,3090,251,,,2344124
06/04/2020,Stockholm,131,52,3221,303,,,2344124
07/04/2020,Stockholm,244,78,3465,381,,,2344124
08/04/2020,Stockholm,271,38,3736,419,,,2344124
09/04/2020,Stockholm,240,67,3976,486,,,2344124
10/04/2020,Stockholm,148,24,4124,510,,,2344124
11/04/2020,Stockholm,200,13,4324,523,,,2344124
12/04/2020,Stockholm,182,5,4506,528,,,2344124
13/04/2020,Stockholm,200,15,4706,543,,,2344124
14/04/2020,Stockholm,179,73,4885,616,,,2344124
15/04/2020,Stockholm,215,86,5100,702,,,2344124
16/04/2020,Stockholm,221,93,5321,795,,,2344124
17/04/2020,Stockholm,222,21,5543,816,,,2344124
18/04/2020,Stockholm,180,81,5723,897,,,2344124
19/04/2020,Stockholm,192,24,5915,921,,,2344124
20/04/2020,Stockholm,211,23,6126,944,,,2344124
21/04/2020,Stockholm,163,78,6289,1022,,,2344124
22/04/2020,Stockholm,289,48,6578,1070,,,2344124
23/04/2020,Stockholm,291,58,6869,1128,,,2344124
24/04/2020,Stockholm,228,64,7097,1192,,,2344124
25/04/2020,Stockholm,138,16,7235,1208,,,2344124
26/04/2020,Stockholm,110,1,7345,1209,,,2344124
27/04/2020,Stockholm,213,28,7558,1237,,,2344124
28/04/2020,Stockholm,240,50,7798,1287,,,2344124
29/04/2020,Stockholm,248,32,8046,1319,,,2344124
30/04/2020,Stockholm,215,87,8261,1406,,,2344124
01/05/2020,Stockholm,141,11,8402,1417,,,2344124
02/05/2020,Stockholm,81,11,8483,1428,,,2344124
03/05/2020,Stockholm,127,2,8610,1430,,,2344124
04/05/2020,Stockholm,149,33,8759,1463,,,2344124
05/05/2020,Stockholm,169,61,8928,1524,,,2344124
06/05/2020,Stockholm,206,27,9134,1551,,,2344124
07/05/2020,Stockholm,267,53,9401,1604,,,2344124
08/05/2020,Stockholm,222,56,9623,1660,,,2344124
09/05/2020,Stockholm,115,14,9738,1674,,,2344124
10/05/2020,Stockholm,78,2,9816,1676,,,2344124
11/05/2020,Stockholm,210,12,10026,1688,,,2344124
12/05/2020,Stockholm,234,10,10260,1698,,,2344124
13/05/2020,Stockholm,236,35,10496,1733,,,2344124
14/05/2020,Stockholm,148,46,10644,1779,,,2344124
15/05/2020,Stockholm,184,43,10828,1822,,,2344124
16/05/2020,Stockholm,64,11,10892,1833,,,2344124
17/05/2020,Stockholm,59,4,10951,1837,,,2344124
18/05/2020,Stockholm,150,8,11101,1845,,,2344124
19/05/2020,Stockholm,177,19,11278,1864,,,2344124
20/05/2020,Stockholm,174,15,11452,1879,,,2344124
21/05/2020,Stockholm,120,5,11572,1884,,,2344124
22/05/2020,Stockholm,144,1,11716,1885,,,2344124
23/05/2020,Stockholm,78,51,11794,1936,,,2344124
24/05/2020,Stockholm,59,0,11853,1936,,,2344124
25/05/2020,Stockholm,160,6,12013,1942,,,2344124
26/05/2020,Stockholm,197,29,12210,1971,,,2344124
27/05/2020,Stockholm,206,37,12416,2008,,,2344124
28/05/2020,Stockholm,278,8,12694,2016,,,2344124
29/05/2020,Stockholm,210,2,12904,2018,,,2344124
30/05/2020,Stockholm,73,37,12977,2055,,,2344124
31/05/2020,Stockholm,67,0,13044,2055,,,2344124
01/06/2020,Stockholm,160,3,13204,2058,,,2344124
02/06/2020,Stockholm,153,23,13357,2081,,,2344124
03/06/2020,Stockholm,234,18,13591,2099,,,2344124
04/06/2020,Stockholm,206,4,13797,2103,,,2344124
05/06/2020,Stockholm,227,33,14024,2136,,,2344124
06/06/2020,Stockholm,176,1,14200,2137,,,2344124
07/06/2020,Stockholm,47,1,14247,2138,,,2344124
08/06/2020,Stockholm,243,19,14490,2157,,,2344124
09/06/2020,Stockholm,240,2,14730,2159,,,2344124
10/06/2020,Stockholm,263,19,14993,2178,,,2344124
11/06/2020,Stockholm,206,6,15199,2184,,,2344124
12/06/2020,Stockholm,185,1,15384,2185,,,2344124
13/06/2020,Stockholm,163,1,15547,2186,,,2344124
14/06/2020,Stockholm,75,0,15622,2186,,,2344124
15/06/2020,Stockholm,116,1,15738,2187,,,2344124
16/06/2020,Stockholm,214,24,15952,2211,,,2344124
17/06/2020,Stockholm,360,40,16312,2251,,,2344124
18/06/2020,Stockholm,379,1,16691,2252,,,2344124
19/06/2020,Stockholm,371,,17062,,,,2344124
20/06/2020,Stockholm,198,,17260,,,,2344124
21/06/2020,Stockholm,92,,17352,,,,2344124
22/06/2020,Stockholm,217,20,17569,2272,,,2344124
23/06/2020,Stockholm,217,4,17786,2276,,,2344124
24/06/2020,Stockholm,284,9,18070,2285,,,2344124
25/06/2020,Stockholm,228,12,18298,2297,,,2344124
26/06/2020,Stockholm,224,1,18522,2298,,,2344124
27/06/2020,Stockholm,248,,18770,,,,2344124
28/06/2020,Stockholm,191,,18961,,,,2344124
29/06/2020,Stockholm,239,0,19200,2298,,,2344124
30/06/2020,Stockholm,170,4,19370,2302,,,2344124
01/07/2020,Stockholm,172,1,19542,2303,,,2344124
02/07/2020,Stockholm,169,34,19711,2337,,,2344124
03/07/2020,Stockholm,176,0,19887,2337,,,2344124
04/07/2020,Stockholm,96,,19983,,,,2344124
05/07/2020,Stockholm,108,,20091,,,,2344124
06/07/2020,Stockholm,53,0,20144,2337,,,2344124
07/07/2020,Stockholm,47,7,20191,2344,,,2344124
08/07/2020,Stockholm,123,0,20314,2344,,,2344124
09/07/2020,Stockholm,85,9,20399,2353,,,2344124
10/07/2020,Stockholm,73,9,20472,2362,,,2344124
11/07/2020,Stockholm,73,,20545,,,,2344124
12/07/2020,Stockholm,28,,20573,,,,2344124
13/07/2020,Stockholm,31,4,20604,2366,,,2344124
14/07/2020,Stockholm,88,0,20692,2366,,,2344124
15/07/2020,Stockholm,64,6,20756,2372,,,2344124
16/07/2020,Stockholm,86,0,20842,2372,,,2344124
17/07/2020,Stockholm,78,1,20920,2373,,,2344124
18/07/2020,Stockholm,30,,20950,,,,2344124
19/07/2020,Stockholm,18,,20968,,,,2344124
20/07/2020,Stockholm,23,4,20991,2377,,,2344124
21/07/2020,Stockholm,78,0,21069,2377,,,2344124
22/07/2020,Stockholm,69,0,21138,2377,,,2344124
23/07/2020,Stockholm,57,3,21195,2380,,,2344124
24/07/2020,Stockholm,60,4,21255,2384,,,2344124
25/07/2020,Stockholm,21,,21276,,,,2344124
26/07/2020,Stockholm,21,,21297,,,,2344124
27/07/2020,Stockholm,9,0,21306,2384,,,2344124
28/07/2020,Stockholm,78,0,21384,2384,,,2344124
29/07/2020,Stockholm,46,0,21430,2384,,,2344124
30/07/2020,Stockholm,49,3,21479,2387,,,2344124
31/07/2020,Stockholm,43,0,21522,2387,,,2344124
01/08/2020,Stockholm,64,,21586,,,,2344124
02/08/2020,Stockholm,6,,21592,,,,2344124
03/08/2020,Stockholm,22,-2,21614,2385,,,2344124
04/08/2020,Stockholm,92,0,21706,2385,,,2344124
05/08/2020,Stockholm,59,0,21765,2385,,,2344124
06/08/2020,Stockholm,67,2,21832,2387,,,2344124
07/08/2020,Stockholm,48,0,21880,2387,,,2344124
08/08/2020,Stockholm,51,,21931,,,,2344124
09/08/2020,Stockholm,24,0,21955,2387,,,2344124
10/08/2020,Stockholm,37,0,21992,2387,,,2344124
11/08/2020,Stockholm,102,0,22094,2387,,,2344124
12/08/2020,Stockholm,81,0,22175,2387,,,2344124
13/08/2020,Stockholm,55,5,22230,2392,,,2344124
14/08/2020,Stockholm,81,,22311,,,,2344124
15/08/2020,Stockholm,55,,22366,,,,2344124
16/08/2020,Stockholm,5,0,22371,2392,,,2344124
17/08/2020,Stockholm,35,0,22406,2392,,,2344124
18/08/2020,Stockholm,71,0,22477,2392,,,2344124
19/08/2020,Stockholm,73,0,22550,2392,,,2344124
20/08/2020,Stockholm,65,0,22615,2392,,,2344124
21/08/2020,Stockholm,59,,22674,,,,2344124
22/08/2020,Stockholm,49,,22723,,,,2344124
23/08/2020,Stockholm,1,0,22724,2392,,,2344124
24/08/2020,Stockholm,30,0,22754,2392,,,2344124
25/08/2020,Stockholm,48,0,22802,2392,,,2344124
26/08/2020,Stockholm,47,0,22849,2392,,,2344124
27/08/2020,Stockholm,35,1,22884,2393,,,2344124
28/08/2020,Stockholm,39,,22923,,,,2344124
29/08/2020,Stockholm,26,,22949,,,,2344124
30/08/2020,Stockholm,14,1,22963,2394,,,2344124
31/08/2020,Stockholm,20,4,22983,2398,,,2344124
01/09/2020,Stockholm,31,0,23014,2398,,,2344124
02/09/2020,Stockholm,38,0,23052,2398,,,2344124
03/09/2020,Stockholm,58,0,23110,2398,,,2344124
04/09/2020,Stockholm,53,,23163,,,,2344124
05/09/2020,Stockholm,42,,23205,,,,2344124
06/09/2020,Stockholm,11,0,23216,2398,,,2344124
07/09/2020,Stockholm,11,0,23227,2398,,,2344124
08/09/2020,Stockholm,39,0,23266,2398,,,2344124
09/09/2020,Stockholm,44,0,23310,2398,,,2344124
10/09/2020,Stockholm,50,2,23360,2400,,,2344124
11/09/2020,Stockholm,65,,23425,,,,2344124
12/09/2020,Stockholm,78,,23503,,,,2344124
13/09/2020,Stockholm,18,,23521,,,,2344124
14/09/2020,Stockholm,23,0,23544,2400,,,2344124
15/09/2020,Stockholm,52,0,23596,2400,,,2344124
16/09/2020,Stockholm,94,0,23690,2400,,,2344124
17/09/2020,Stockholm,135,0,23825,2400,,,2344124
18/09/2020,Stockholm,124,,23949,,,,2344124
19/09/2020,Stockholm,95,,24044,,,,2344124
20/09/2020,Stockholm,14,,24058,,,,2344124
21/09/2020,Stockholm,67,3,24125,2403,,,2344124
22/09/2020,Stockholm,141,0,24266,2403,,,2344124
23/09/2020,Stockholm,181,0,24447,2403,,,2344124
24/09/2020,Stockholm,159,0,24606,2403,,,2344124
25/09/2020,Stockholm,185,,24791,,,,2344124
26/09/2020,Stockholm,155,,24946,,,,2344124
27/09/2020,Stockholm,35,,24981,,,,2344124
28/09/2020,Stockholm,81,0,25062,2403,,,2344124
29/09/2020,Stockholm,261,2,25323,2405,,,2344124
30/09/2020,Stockholm,221,0,25544,2405,,,2344124
01/10/2020,Stockholm,228,0,25772,2405,,,2344124
02/10/2020,Stockholm,235,,26007,,,,2344124
03/10/2020,Stockholm,182,,26189,,,,2344124
04/10/2020,Stockholm,44,,26233,,,,2344124
05/10/2020,Stockholm,70,0,26303,2405,,,2344124
06/10/2020,Stockholm,297,3,26600,2408,,,2344124
07/10/2020,Stockholm,270,0,26870,2408,,,2344124
08/10/2020,Stockholm,309,0,27179,2408,,,2344124
09/10/2020,Stockholm,292,,27471,,,,2344124
10/10/2020,Stockholm,192,,27663,,,,2344124
11/10/2020,Stockholm,72,,27735,,,,2344124
12/10/2020,Stockholm,90,2,27825,2410,,,2344124
13/10/2020,Stockholm,293,0,28118,2410,,,2344124
14/10/2020,Stockholm,319,3,28437,2413,,,2344124
15/10/2020,Stockholm,281,3,28718,2416,,,2344124
16/10/2020,Stockholm,340,,29058,,,,2344124
17/10/2020,Stockholm,270,,29328,,,,2344124
18/10/2020,Stockholm,63,,29391,,,,2344124
19/10/2020,Stockholm,127,3,29518,2419,,,2344124
20/10/2020,Stockholm,398,2,29916,2421,,,2344124
21/10/2020,Stockholm,541,0,30457,2421,,,2344124
22/10/2020,Stockholm,521,0,30978,2421,,,2344124
23/10/2020,Stockholm,578,,31556,,,,2344124
24/10/2020,Stockholm,713,,32269,,,,2344124
25/10/2020,Stockholm,79,,32348,,,,2344124
26/10/2020,Stockholm,174,3,32522,2424,,,2344124
27/10/2020,Stockholm,412,4,32934,2428,,,2344124
28/10/2020,Stockholm,1202,1,34136,2429,,,2344124
29/10/2020,Stockholm,1007,0,35143,2429,,,2344124
30/10/2020,Stockholm,1143,,36286,,,,2344124
31/10/2020,Stockholm,1536,,37822,,,,2344124
01/11/2020,Stockholm,275,,38097,,,,2344124
02/11/2020,Stockholm,240,8,38337,2437,,,2344124
03/11/2020,Stockholm,841,10,39178,2447,,,2344124
04/11/2020,Stockholm,1528,2,40706,2449,,,2344124
05/11/2020,Stockholm,1607,7,42313,2456,,,2344124
06/11/2020,Stockholm,1126,,43439,,,,2344124
07/11/2020,Stockholm,1974,,45413,,,,2344124
08/11/2020,Stockholm,379,,45792,,,,2344124
09/11/2020,Stockholm,548,11,46340,2467,,,2344124
10/11/2020,Stockholm,1254,1,47594,2468,,,2344124
11/11/2020,Stockholm,1965,27,49559,2495,,,2344124
12/11/2020,Stockholm,1695,13,51254,2508,,,2344124
13/11/2020,Stockholm,2247,,53501,,,,2344124
14/11/2020,Stockholm,1364,,54865,,,,2344124
15/11/2020,Stockholm,416,,55281,,,,2344124
16/11/2020,Stockholm,644,21,55925,2529,,,2344124
17/11/2020,Stockholm,1314,35,57239,2564,,,2344124
18/11/2020,Stockholm,1435,1,58674,2565,,,2344124
19/11/2020,Stockholm,1843,40,60517,2605,,,2344124
20/11/2020,Stockholm,1874,,62391,,,,2344124
21/11/2020,Stockholm,1681,,64072,,,,2344124
22/11/2020,Stockholm,730,,64802,,,,2344124
23/11/2020,Stockholm,991,26,65793,2631,,,2344124
24/11/2020,Stockholm,1481,1,67274,2632,,,2344124
25/11/2020,Stockholm,2038,35,69312,2667,,,2344124
26/11/2020,Stockholm,2497,21,71809,2688,,,2344124
27/11/2020,Stockholm,2190,,73999,,,,2344124
28/11/2020,Stockholm,1185,,75184,,,,2344124
29/11/2020,Stockholm,744,,75928,,,,2344124
30/11/2020,Stockholm,1054,11,76982,2699,,,2344124
01/12/2020,Stockholm,1805,52,78787,2751,,,2344124
02/12/2020,Stockholm,2062,23,80849,2774,,,2344124
03/12/2020,Stockholm,1882,19,82731,2793,,,2344124
04/12/2020,Stockholm,1979,,84710,,,,2344124
05/12/2020,Stockholm,1236,,85946,,,,2344124
06/12/2020,Stockholm,446,,86392,,,,2344124
07/12/2020,Stockholm,843,41,87235,2834,,,2344124
08/12/2020,Stockholm,2011,2,89246,2836,,,2344124
09/12/2020,Stockholm,2561,28,91807,2864,,,2344124
